progress_id,enrollment_id,completed_percent,last_access_date
11791,9766,54,2025-05-17
11792,8191,48,2020-05-15
11793,8837,67,2020-05-23
11794,8196,100,2021-04-14
11795,9008,22,2021-08-03
11796,6338,57,2022-02-05
11797,3078,50,2020-07-31
11798,2215,41,2024-01-14
11799,477,90,2023-06-26
11800,7737,45,2025-10-06
11801,9767,24,2019-04-17
11802,3481,61,2021-08-12
11803,2804,52,2023-12-09
11804,5126,58,2025-06-15
11805,8116,60,2019-06-28
11806,4115,46,2024-02-06
11807,3163,69,2022-06-13
11808,4554,61,2024-01-05
11809,8107,68,2021-11-01
11810,9768,84,2023-10-20
11811,7766,60,2021-02-01
11812,5041,13,2021-01-07
11813,7420,26,2023-07-24
11814,7789,54,2020-12-15
11815,7886,32,2021-01-19
11816,8192,64,2025-01-06
11817,8617,79,2025-03-19
11818,8352,50,2021-06-21
11819,1356,34,2020-08-23
11820,6326,50,2023-10-15
11821,2653,47,2021-08-19
11822,4251,2,2021-11-26
11823,534,37,2024-02-21
11824,2014,57,2020-12-19
11825,6284,63,2026-05-09
11826,7356,13,2023-09-13
11827,6470,66,2026-05-27
11828,2531,43,2025-12-05
11829,5077,88,2020-08-27
11830,9383,42,2025-06-21
11831,6536,27,2019-04-15
11832,6930,33,2021-05-22
11833,2632,46,2021-08-24
11834,3276,100,2026-03-11
11835,2845,63,2019-11-13
11836,4970,37,2024-09-03
11837,9450,100,2022-01-10
11838,724,19,2022-11-26
11839,9887,24,2022-09-06
11840,5165,48,2026-04-27
11841,9575,78,2025-09-22
11842,9498,52,2024-05-31
11843,8466,42,2024-03-01
11844,911,24,2023-10-25
11845,9852,28,2023-04-06
11846,9545,52,2023-08-30
11847,930,76,2023-05-15
11848,7039,46,2025-06-22
11849,5429,29,2020-10-04
11850,6306,46,2019-08-09
11851,1712,50,2025-12-24
11852,3669,73,2024-05-27
11853,9344,57,2023-08-04
11854,342,62,2019-04-19
11855,9789,33,2023-04-06
11856,1679,44,2022-07-14
11857,659,68,2024-01-18
11858,9926,55,2025-08-24
11859,5576,70,2022-11-30
11860,7012,0,2025-02-20
11861,6546,35,2021-07-26
11862,9009,24,2020-04-08
11863,3336,62,2022-03-11
11864,6844,25,2022-05-10
11865,1038,44,2019-09-17
11866,4979,27,2026-01-06
11867,8760,74,2025-12-08
11868,3868,37,2023-06-09
11869,655,34,2019-04-27
11870,4218,62,2019-11-14
11871,8684,84,2026-03-08
11872,6238,73,2019-11-27
11873,3904,39,2021-06-05
11874,4590,46,2020-12-05
11875,6826,64,2019-12-23
11876,4487,60,2019-06-27
11877,7749,78,2020-05-05
11878,6744,72,2020-08-22
11879,4281,51,2024-01-06
11880,2720,32,2021-01-10
11881,8423,19,2025-02-21
11882,7075,98,2023-07-18
11883,2983,10,2023-06-01
11884,6134,65,2020-08-30
11885,969,84,2026-02-13
11886,2474,74,2024-02-20
11887,9832,70,2022-01-14
11888,3867,76,2025-04-23
11889,7425,75,2021-10-10
11890,5627,81,2022-12-12
11891,5261,37,2023-12-03
11892,6872,67,2023-01-31
11893,3024,51,2021-03-28
11894,8522,58,2019-03-17
11895,7451,57,2023-11-05
11896,1650,36,2025-02-13
11897,4846,11,2023-10-30
11898,5369,81,2022-04-26
11899,6423,32,2020-01-16
11900,2963,18,2024-03-25
11901,3346,0,2020-11-05
11902,5492,42,2023-09-02
11903,3070,96,2023-07-02
11904,6750,47,2024-06-01
11905,2051,21,2026-04-29
11906,9429,39,2022-02-25
11907,2467,16,2025-10-16
11908,6605,8,2024-08-26
11909,8664,12,2020-12-22
11910,7566,68,2019-06-04
11911,6436,30,2026-01-01
11912,3187,72,2019-08-12
11913,9017,14,2022-02-01
11914,2712,61,2023-05-04
11915,9877,88,2026-03-01
11916,6298,15,2022-02-16
11917,3428,51,2023-09-20
11918,6812,51,2022-08-11
11919,7035,39,2024-01-19
11920,5900,54,2023-09-05
11921,3846,64,2024-01-21
11922,1472,59,2025-01-02
11923,8982,52,2024-01-21
11924,2962,49,2025-10-09
11925,6102,55,2023-03-29
11926,3075,38,2020-12-07
11927,332,51,2023-05-01
11928,319,35,2025-04-30
11929,3571,61,2022-03-28
11930,3158,17,2021-09-19
11931,987,38,2022-12-17
11932,582,31,2020-09-12
11933,9912,63,2024-04-11
11934,6453,47,2019-10-03
11935,5445,38,2021-01-03
11936,3948,63,2025-10-17
11937,3028,45,2023-05-03
11938,5054,69,2024-02-05
11939,7117,65,2023-06-25
11940,4444,86,2023-01-03
11941,1962,57,2025-11-04
11942,6140,78,2024-09-14
11943,1379,80,2020-03-29
11944,5177,24,2023-09-10
11945,7612,54,2022-10-23
11946,9926,24,2025-08-11
11947,9816,37,2023-05-12
11948,4202,12,2021-12-29
11949,5015,30,2021-10-15
11950,65,9,2026-06-12
11951,8397,81,2023-12-26
11952,4912,25,2020-09-25
11953,1852,89,2025-08-03
11954,7312,1,2023-03-28
11955,3579,61,2025-02-07
11956,6312,16,2026-02-04
11957,1599,15,2020-09-20
11958,6600,50,2024-02-24
11959,8692,49,2019-09-16
11960,1904,92,2022-05-01
11961,6924,48,2021-03-04
11962,9989,23,2022-03-18
11963,505,42,2021-12-10
11964,8823,32,2022-03-21
11965,8084,79,2020-08-21
11966,832,0,2023-09-08
11967,4157,50,2024-04-25
11968,8715,50,2019-09-26
11969,61,66,2021-04-11
11970,4923,15,2023-03-10
11971,1901,35,2023-03-23
11972,2600,54,2022-09-13
11973,9208,95,2025-08-06
11974,4403,74,2025-07-02
11975,4825,52,2021-12-11
11976,1382,44,2020-01-16
11977,5981,42,2026-03-16
11978,2232,50,2024-10-19
11979,529,63,2021-07-02
11980,8496,49,2024-01-26
11981,4218,96,2019-09-01
11982,168,52,2019-10-13
11983,8018,18,2023-08-22
11984,830,40,2019-07-14
11985,6623,53,2024-08-14
11986,8344,36,2019-08-28
11987,5166,53,2019-10-02
11988,3507,10,2024-09-25
11989,8246,57,2026-01-17
11990,5523,41,2024-12-02
11991,264,0,2024-01-28
11992,7438,41,2024-08-21
11993,3086,35,2021-07-14
11994,8115,44,2022-03-28
11995,6246,30,2025-10-26
11996,5645,57,2022-04-23
11997,665,40,2024-02-27
11998,7876,100,2022-04-18
11999,2342,62,2022-08-16
12000,3172,9,2025-01-16
12001,8608,94,2021-07-24
12002,123,97,2023-07-15
12003,4545,58,2022-12-21
12004,845,75,2022-06-02
12005,739,14,2021-04-23
12006,1927,9,2022-08-08
12007,7636,50,2021-05-28
12008,9589,37,2022-04-23
12009,6640,39,2021-10-21
12010,3236,35,2025-10-06
12011,8671,67,2020-02-02
12012,6542,38,2020-04-15
12013,2565,47,2021-09-01
12014,5048,40,2020-11-27
12015,2531,89,2025-11-15
12016,4302,53,2019-10-15
12017,9406,75,2022-09-11
12018,1597,21,2019-04-01
12019,8390,75,2019-07-12
12020,8113,62,2024-05-12
12021,5738,18,2020-10-15
12022,6512,58,2020-08-20
12023,5090,39,2022-07-15
12024,6328,36,2020-11-15
12025,4801,92,2021-10-16
12026,9624,69,2023-02-14
12027,5896,49,2024-11-30
12028,2296,28,2020-01-06
12029,7858,40,2023-12-14
12030,3643,0,2024-12-11
12031,6785,50,2023-12-28
12032,7427,70,2020-12-27
12033,8663,42,2019-07-26
12034,2906,47,2026-04-29
12035,3880,51,2021-07-02
12036,3528,32,2024-04-15
12037,4368,40,2025-05-08
12038,2449,63,2019-06-07
12039,7450,63,2025-11-09
12040,2299,69,2024-12-28
12041,1739,53,2019-09-20
12042,7912,16,2020-02-07
12043,8180,52,2020-04-09
12044,3046,60,2019-12-18
12045,7426,19,2025-10-21
12046,317,67,2025-01-25
12047,859,26,2024-08-08
12048,7308,35,2020-09-18
12049,2822,20,2025-05-18
12050,2751,91,2020-02-20
12051,9627,42,2024-03-04
12052,1318,15,2025-12-11
12053,2916,25,2025-12-09
12054,7057,68,2023-08-01
12055,1165,27,2022-07-16
12056,5045,66,2024-12-27
12057,7850,52,2023-12-20
12058,6488,63,2025-07-02
12059,6379,45,2024-02-05
12060,9132,42,2022-02-09
12061,4869,67,2023-09-30
12062,7727,76,2025-01-09
12063,7009,68,2022-11-29
12064,4977,77,2019-11-30
12065,79,12,2019-11-26
12066,9009,66,2019-12-21
12067,3531,71,2025-10-10
12068,3793,66,2022-04-02
12069,5291,65,2024-04-14
12070,2704,57,2024-12-20
12071,7347,17,2023-06-08
12072,2653,38,2021-06-03
12073,6003,3,2026-02-08
12074,9457,69,2020-12-04
12075,7246,100,2026-01-09
12076,8173,35,2022-10-13
12077,8831,100,2022-11-20
12078,8699,43,2022-03-31
12079,6221,77,2025-12-08
12080,4203,14,2020-02-05
12081,1323,29,2025-04-09
12082,6650,51,2020-01-27
12083,1933,63,2023-07-18
12084,1294,50,2025-07-09
12085,1866,21,2024-05-10
12086,1487,44,2021-11-18
12087,3437,43,2026-02-05
12088,9524,48,2023-10-08
12089,8039,41,2025-03-11
12090,7127,24,2024-02-29
12091,7984,94,2022-05-13
12092,4458,18,2022-10-04
12093,462,78,2023-11-26
12094,818,16,2019-05-23
12095,7904,17,2023-09-07
12096,103,4,2019-12-07
12097,6088,90,2024-07-03
12098,4354,83,2022-07-07
12099,5831,31,2024-12-18
12100,9724,40,2020-02-03
12101,1372,81,2025-07-31
12102,9802,49,2024-11-01
12103,7238,77,2021-05-26
12104,3538,20,2024-06-24
12105,5750,0,2022-12-08
12106,9855,73,2022-08-27
12107,1725,0,2022-11-25
12108,7793,40,2025-12-02
12109,2846,25,2020-12-06
12110,6566,64,2025-01-23
12111,4323,90,2020-04-26
12112,1496,52,2025-02-15
12113,5497,76,2023-02-10
12114,5028,49,2021-09-26
12115,1021,26,2022-05-07
12116,8328,54,2024-07-09
12117,5393,48,2021-07-19
12118,3734,70,2026-01-15
12119,7466,24,2021-09-12
12120,6470,14,2025-12-22
12121,4420,46,2024-06-05
12122,132,72,2021-09-26
12123,8721,18,2022-09-24
12124,2487,52,2025-09-12
12125,5849,68,2020-01-02
12126,815,73,2021-03-19
12127,2366,57,2020-11-06
12128,2253,86,2023-08-10
12129,1476,54,2020-09-23
12130,9721,33,2024-03-24
12131,9438,49,2024-11-30
12132,4014,49,2022-02-03
12133,2794,54,2021-05-02
12134,4953,68,2023-09-24
12135,4992,52,2023-01-16
12136,1280,4,2023-05-09
12137,6439,33,2025-01-17
12138,8179,86,2022-11-30
12139,3037,10,2023-05-25
12140,6182,66,2020-11-13
12141,8110,21,2021-10-23
12142,1872,74,2023-06-01
12143,4088,0,2026-02-03
12144,3779,48,2022-03-13
12145,4401,54,2024-10-19
12146,4423,31,2019-11-19
12147,145,28,2022-04-05
12148,1315,45,2021-12-29
12149,847,83,2025-10-30
12150,9543,99,2021-06-27
12151,4761,33,2024-11-02
12152,4908,35,2023-09-01
12153,5434,4,2023-04-25
12154,1707,35,2021-01-22
12155,7191,82,2025-03-27
12156,1241,49,2020-12-22
12157,6421,35,2023-03-05
12158,5073,79,2019-09-13
12159,2332,87,2025-08-05
12160,2326,26,2023-07-21
12161,275,84,2024-01-19
12162,7764,3,2024-06-29
12163,6263,71,2021-11-08
12164,6246,25,2025-12-13
12165,8976,47,2025-07-20
12166,7173,41,2024-07-24
12167,7853,39,2023-05-31
12168,6625,15,2020-12-24
12169,5823,4,2023-11-01
12170,783,69,2022-12-27
12171,1153,45,2022-08-05
12172,5208,39,2021-09-28
12173,1089,31,2019-04-13
12174,9474,34,2024-04-15
12175,8550,55,2022-02-04
12176,9435,9,2022-04-12
12177,4801,57,2022-03-26
12178,4135,41,2023-09-30
12179,6495,86,2019-12-10
12180,7467,47,2022-05-01
12181,2833,32,2025-12-02
12182,4035,92,2022-09-20
12183,5144,85,2023-11-10
12184,8446,18,2025-05-18
12185,1280,75,2023-06-13
12186,9163,45,2026-06-21
12187,7894,64,2020-01-09
12188,3354,100,2021-07-02
12189,1500,24,2019-07-07
12190,5136,55,2023-07-15
12191,285,37,2024-08-21
12192,8646,60,2025-11-17
12193,8844,31,2022-03-12
12194,4298,16,2020-05-04
12195,8823,35,2022-03-01
12196,7106,45,2024-11-20
12197,6183,94,2020-10-11
12198,1271,51,2025-06-18
12199,4006,76,2020-04-06
12200,5225,33,2020-08-27
12201,5793,77,2025-07-18
12202,2095,53,2022-04-27
12203,6011,100,2020-04-10
12204,437,60,2023-07-27
12205,8440,44,2024-11-17
12206,9099,38,2019-04-27
12207,644,39,2020-01-20
12208,2405,44,2020-01-25
12209,2668,31,2020-08-25
12210,1871,22,2021-08-23
12211,197,59,2024-12-26
12212,141,41,2025-10-12
12213,1093,45,2020-04-13
12214,261,51,2022-11-03
12215,6065,83,2020-01-26
12216,2049,76,2022-03-07
12217,4350,82,2020-11-03
12218,5734,27,2024-06-07
12219,7779,46,2025-08-12
12220,4006,59,2020-06-28
12221,3883,53,2023-10-23
12222,4971,79,2021-02-01
12223,6730,81,2019-09-02
12224,9756,28,2026-05-03
12225,7416,38,2022-09-27
12226,9510,42,2020-12-14
12227,9465,41,2019-05-10
12228,4114,78,2020-12-21
12229,1626,33,2021-11-03
12230,584,68,2024-12-28
12231,7372,61,2020-10-20
12232,148,44,2023-04-19
12233,9090,12,2022-09-13
12234,9079,16,2022-08-13
12235,634,90,2024-03-08
12236,3089,42,2023-03-31
12237,7999,51,2025-03-04
12238,1696,24,2024-12-22
12239,768,83,2019-11-17
12240,329,55,2021-02-04
12241,945,38,2020-05-11
12242,2838,52,2020-07-25
12243,5679,50,2021-04-17
12244,7127,28,2024-06-15
12245,3792,56,2020-02-25
12246,6581,66,2022-09-15
12247,3389,33,2020-05-31
12248,7252,25,2022-06-25
12249,8542,43,2022-06-30
12250,466,30,2022-05-20
12251,3865,66,2022-03-19
12252,4895,22,2025-10-12
12253,2921,18,2023-03-23
12254,1498,41,2021-03-15
12255,8079,54,2023-03-29
12256,4603,30,2021-05-23
12257,332,79,2023-07-05
12258,4985,32,2024-06-09
12259,8053,75,2024-05-23
12260,4840,38,2024-03-28
12261,1851,42,2023-10-02
12262,5082,44,2019-06-06
12263,4712,87,2023-12-11
12264,113,42,2022-08-01
12265,8912,99,2022-08-14
12266,7516,81,2024-12-18
12267,5229,88,2020-07-21
12268,9875,74,2019-08-12
12269,5925,52,2025-09-16
12270,2479,36,2022-03-05
12271,9787,51,2025-09-15
12272,4526,37,2020-02-18
12273,1381,27,2024-04-16
12274,7713,39,2020-10-16
12275,2439,70,2019-07-24
12276,6562,52,2023-09-02
12277,4614,55,2024-12-22
12278,8133,82,2025-07-10
12279,7922,7,2023-02-27
12280,2450,33,2020-12-25
12281,3373,38,2023-03-20
12282,138,54,2022-10-15
12283,9824,88,2019-12-15
12284,7116,53,2023-09-16
12285,3808,45,2021-06-22
12286,4148,29,2023-06-07
12287,3575,81,2022-05-04
12288,6748,85,2024-12-12
12289,4706,57,2020-03-02
12290,1255,33,2022-11-20
12291,267,19,2025-08-31
12292,6844,38,2022-04-03
12293,4057,58,2019-09-13
12294,8711,66,2024-05-08
12295,3533,42,2023-05-19
12296,7802,33,2021-11-28
12297,2210,49,2023-05-23
12298,6488,51,2025-06-04
12299,6033,25,2025-02-05
12300,3234,91,2026-03-01
12301,4708,34,2020-12-16
12302,7238,45,2021-04-11
12303,8741,96,2024-04-16
12304,3048,67,2024-03-22
12305,6976,100,2025-05-06
12306,4860,46,2019-12-17
12307,464,93,2019-08-03
12308,8818,27,2026-01-07
12309,8759,85,2020-11-02
12310,6210,60,2021-06-21
12311,1988,60,2019-07-21
12312,9921,64,2025-12-13
12313,5495,45,2024-12-18
12314,5533,77,2025-08-07
12315,1577,0,2020-07-31
12316,7229,63,2023-12-15
12317,6583,69,2024-07-13
12318,6703,0,2020-12-08
12319,1832,98,2025-03-23
12320,2323,56,2020-04-25
12321,8637,71,2019-12-27
12322,8857,46,2021-08-13
12323,2749,46,2023-02-13
12324,4303,35,2022-12-26
12325,6718,16,2019-07-11
12326,1693,54,2025-08-16
12327,337,39,2021-04-24
12328,90,15,2019-11-26
12329,1432,70,2023-06-25
12330,4626,49,2021-03-09
12331,178,45,2022-02-06
12332,4712,38,2024-02-23
12333,8819,63,2023-08-04
12334,9266,22,2025-08-14
12335,7664,33,2023-05-06
12336,3288,75,2025-03-01
12337,8744,46,2024-09-11
12338,8734,51,2021-10-04
12339,6463,33,2019-09-29
12340,5647,55,2026-01-08
12341,9259,66,2020-01-25
12342,6329,0,2019-09-02
12343,6174,100,2025-04-13
12344,331,68,2022-12-11
12345,1926,24,2025-10-27
12346,7823,60,2020-01-15
12347,3575,76,2022-02-26
12348,5438,22,2024-10-28
12349,5581,32,2020-01-28
12350,9861,37,2020-12-12
12351,550,3,2024-09-30
12352,2556,20,2019-08-05
12353,9035,45,2020-04-25
12354,2691,63,2019-10-09
12355,9567,55,2024-09-18
12356,2692,30,2024-04-15
12357,1708,47,2020-04-12
12358,9759,2,2021-03-05
12359,3487,70,2023-09-12
12360,603,24,2023-02-15
12361,5170,42,2022-12-01
12362,5227,41,2023-06-26
12363,1684,37,2021-04-29
12364,5141,3,2023-05-03
12365,3057,56,2025-03-18
12366,7210,24,2019-10-26
12367,1376,79,2022-11-04
12368,2871,49,2022-10-16
12369,1932,5,2025-11-05
12370,9077,63,2022-04-10
12371,8062,21,2024-07-28
12372,262,31,2023-12-15
12373,8792,57,2021-12-03
12374,2989,0,2023-06-10
12375,9518,47,2021-10-25
12376,140,50,2025-01-29
12377,7148,81,2022-06-27
12378,512,45,2021-11-02
12379,5929,27,2025-12-07
12380,7563,55,2022-09-09
12381,3355,66,2025-07-27
12382,2304,56,2021-03-02
12383,9590,96,2022-02-16
12384,4902,14,2026-01-06
12385,3044,56,2021-10-04
12386,6999,43,2019-06-05
12387,3871,90,2024-01-13
12388,3232,56,2025-07-12
12389,2799,59,2022-05-02
12390,5793,94,2025-10-27
12391,2549,33,2023-08-16
12392,664,48,2022-08-01
12393,6417,38,2020-10-29
12394,9298,58,2021-12-13
12395,5278,80,2019-03-22
12396,2051,40,2025-12-25
12397,9412,25,2019-07-14
12398,7771,52,2026-03-02
12399,1153,67,2022-08-25
12400,7961,52,2021-01-27
12401,3330,42,2019-05-10
12402,8056,63,2025-04-22
12403,5620,43,2021-07-25
12404,1551,52,2021-09-17
12405,9742,35,2022-11-24
12406,8289,53,2021-03-09
12407,3285,55,2023-10-01
12408,2443,97,2020-12-23
12409,2821,53,2019-05-31
12410,3515,38,2024-01-29
12411,8632,44,2023-12-17
12412,9483,22,2021-05-05
12413,5957,78,2023-07-27
12414,9923,47,2019-09-01
12415,3090,54,2024-09-22
12416,303,79,2020-05-06
12417,851,14,2020-11-01
12418,9673,61,2025-08-07
12419,2767,41,2025-08-30
12420,7430,33,2023-11-20
12421,8905,54,2021-09-16
12422,713,56,2021-03-09
12423,8167,70,2024-12-04
12424,2454,61,2019-11-28
12425,2152,31,2019-12-21
12426,897,21,2025-11-25
12427,1920,29,2023-12-10
12428,6223,26,2025-01-14
12429,8673,36,2019-12-06
12430,1744,38,2022-12-22
12431,1561,47,2022-12-03
12432,2726,23,2022-07-22
12433,7990,21,2019-09-13
12434,3225,47,2021-10-31
12435,3935,90,2021-10-25
12436,9018,52,2025-03-01
12437,5261,64,2023-11-11
12438,8096,69,2019-06-02
12439,5913,17,2021-10-15
12440,5146,72,2020-01-07
12441,5353,47,2024-11-01
12442,3950,80,2020-01-20
12443,2764,72,2025-05-08
12444,5305,55,2020-05-01
12445,4313,76,2022-12-16
12446,9486,60,2020-03-24
12447,5460,16,2024-06-24
12448,8280,53,2023-08-01
12449,2080,59,2020-08-01
12450,3690,1,2020-01-26
12451,5883,64,2022-12-07
12452,9491,53,2019-11-26
12453,376,99,2020-03-02
12454,8938,19,2022-11-11
12455,676,53,2026-02-14
12456,4054,55,2021-12-14
12457,8942,62,2026-01-30
12458,3403,73,2021-12-06
12459,5131,53,2020-10-19
12460,2315,55,2025-04-03
12461,3913,88,2020-01-22
12462,1678,36,2019-09-15
12463,361,54,2020-02-03
12464,8102,73,2023-08-08
12465,5864,68,2024-08-31
12466,4108,23,2022-08-30
12467,5826,81,2023-08-04
12468,4587,69,2024-08-18
12469,357,84,2024-08-15
12470,4504,22,2020-11-14
12471,979,75,2020-09-07
12472,1648,20,2024-01-02
12473,3877,85,2022-03-25
12474,2228,38,2021-02-27
12475,7429,78,2023-08-27
12476,3994,43,2024-04-14
12477,9181,34,2020-04-30
12478,846,46,2025-09-23
12479,4584,67,2025-03-05
12480,7534,52,2025-05-07
12481,6090,40,2020-04-07
12482,3255,48,2025-03-29
12483,4059,85,2022-02-22
12484,1269,13,2023-08-23
12485,2665,53,2020-11-15
12486,1270,49,2023-09-08
12487,8537,50,2020-09-16
12488,1191,49,2025-08-26
12489,5648,37,2019-02-15
12490,7261,84,2022-09-06
12491,6194,24,2020-06-22
12492,8765,34,2023-11-22
12493,6051,88,2019-06-19
12494,7161,71,2019-04-09
12495,8703,51,2024-12-26
12496,5393,24,2021-06-12
12497,6616,63,2022-09-10
12498,6026,74,2023-11-16
12499,2261,70,2019-05-26
12500,6929,31,2023-11-14
12501,5339,54,2022-02-09
12502,2753,22,2024-05-18
12503,6759,67,2022-11-12
12504,1435,24,2024-02-23
12505,5844,90,2020-03-27
12506,1613,22,2020-01-24
12507,724,82,2022-09-04
12508,3005,40,2021-03-21
12509,4854,34,2025-05-06
12510,7061,66,2020-06-17
12511,9308,49,2023-07-15
12512,2465,93,2020-12-08
12513,785,22,2020-11-10
12514,9231,61,2020-03-31
12515,4707,81,2021-07-25
12516,6018,89,2022-04-21
12517,353,75,2025-04-11
12518,8496,57,2024-01-27
12519,9737,60,2024-10-31
12520,8555,70,2020-05-31
12521,9065,85,2025-01-27
12522,4368,54,2025-02-17
12523,951,19,2026-02-23
12524,496,78,2026-01-15
12525,5403,11,2021-05-17
12526,1031,43,2025-06-05
12527,9655,67,2021-04-12
12528,5051,56,2021-10-23
12529,8907,53,2026-02-22
12530,7563,12,2022-06-09
12531,6506,100,2022-11-17
12532,9013,49,2022-09-18
12533,4824,90,2023-11-01
12534,837,52,2020-05-18
12535,7958,67,2022-09-03
12536,8039,73,2025-07-01
12537,5156,95,2021-01-30
12538,1058,9,2025-12-03
12539,6938,57,2022-10-21
12540,3054,90,2019-05-02
12541,2574,34,2020-09-22
12542,542,49,2020-05-26
12543,6362,43,2022-04-28
12544,2815,37,2022-09-29
12545,8831,65,2022-10-05
12546,1846,18,2023-08-15
12547,6122,49,2020-08-01
12548,1663,49,2021-11-28
12549,8244,59,2025-08-21
12550,603,87,2023-03-11
12551,3711,23,2023-11-20
12552,4712,82,2024-03-13
12553,382,68,2022-08-31
12554,7141,64,2021-12-16
12555,6701,7,2021-06-26
12556,7844,64,2024-11-14
12557,712,57,2020-08-24
12558,7702,51,2020-06-08
12559,1143,4,2023-06-28
12560,3291,75,2023-03-17
12561,4927,36,2020-06-09
12562,8312,75,2026-02-01
12563,174,34,2020-02-25
12564,2529,35,2020-05-09
12565,5483,66,2022-02-11
12566,213,75,2026-02-27
12567,808,30,2022-12-27
12568,2883,0,2023-11-08
12569,7355,47,2025-09-01
12570,591,25,2024-10-01
12571,7737,69,2025-12-31
12572,6619,57,2020-04-28
12573,8531,63,2023-11-16
12574,7600,24,2025-02-24
12575,6547,35,2022-07-31
12576,5428,77,2019-11-13
12577,7478,46,2022-03-08
12578,2738,46,2020-02-16
12579,5225,79,2020-05-19
12580,9348,61,2022-10-14
12581,316,26,2025-11-07
12582,2493,57,2024-07-02
12583,2895,43,2019-12-19
12584,7662,44,2024-04-06
12585,1867,16,2025-10-04
12586,7364,0,2025-11-09
12587,851,75,2021-02-14
12588,3775,42,2020-03-12
12589,25,100,2020-07-04
12590,6512,44,2020-12-05
12591,8962,60,2023-02-19
12592,6594,48,2024-03-17
12593,6531,13,2022-09-17
12594,1411,94,2020-06-15
12595,4401,94,2024-11-05
12596,4635,64,2021-12-29
12597,1049,91,2020-02-06
12598,7293,52,2024-04-09
12599,7116,13,2023-12-19
12600,6295,70,2024-03-15
12601,5764,33,2022-02-15
12602,4056,44,2020-03-29
12603,8313,89,2020-01-17
12604,8949,21,2019-10-01
12605,7380,59,2024-10-10
12606,3420,56,2025-08-20
12607,8659,100,2021-10-18
12608,5394,64,2022-10-30
12609,9055,34,2023-01-26
12610,4688,76,2020-10-18
12611,6276,50,2025-11-02
12612,448,91,2019-03-11
12613,6032,58,2019-12-31
12614,4540,47,2024-03-06
12615,8917,57,2019-04-11
12616,4469,28,2021-10-13
12617,9145,66,2020-07-07
12618,6177,53,2022-08-08
12619,4262,83,2022-11-07
12620,5709,53,2019-12-17
12621,9577,71,2025-09-29
12622,1699,6,2022-07-28
12623,9292,57,2019-09-07
12624,1602,95,2020-05-31
12625,1376,2,2022-10-18
12626,4480,67,2019-07-19
12627,129,88,2024-11-29
12628,2509,46,2022-07-26
12629,9032,0,2022-04-09
12630,6967,26,2022-10-06
12631,1431,55,2023-09-28
12632,9942,65,2020-09-03
12633,8202,74,2020-07-09
12634,1661,54,2024-11-04
12635,3310,26,2024-10-15
12636,923,52,2020-03-11
12637,4727,46,2020-01-28
12638,9648,65,2019-08-02
12639,7243,68,2021-01-08
12640,4956,73,2021-05-07
12641,8363,92,2024-08-23
12642,7456,33,2022-09-18
12643,9292,68,2019-11-24
12644,987,36,2023-04-11
12645,1067,60,2026-06-06
12646,1580,0,2024-07-14
12647,9727,48,2025-01-29
12648,1220,58,2021-11-10
12649,3008,69,2025-10-30
12650,576,15,2025-03-09
12651,1814,21,2023-05-29
12652,4765,56,2024-01-25
12653,537,49,2023-10-26
12654,1255,52,2023-02-24
12655,2889,67,2025-09-22
12656,5767,67,2019-10-26
12657,4163,94,2025-12-30
12658,8076,11,2019-09-14
12659,3625,78,2025-06-21
12660,6356,29,2022-04-28
12661,7549,65,2022-04-26
12662,8582,0,2021-09-25
12663,474,48,2021-11-11
12664,996,54,2023-03-26
12665,4062,23,2020-01-16
12666,6549,64,2025-01-21
12667,5428,80,2020-03-11
12668,8820,34,2020-07-09
12669,1308,13,2020-05-16
12670,8056,100,2025-03-11
12671,8458,78,2023-09-23
12672,8051,100,2019-12-10
12673,3734,50,2025-10-19
12674,3276,37,2026-02-16
12675,470,26,2025-08-13
12676,505,53,2021-10-09
12677,2966,64,2019-05-28
12678,9861,7,2020-11-12
12679,8446,59,2025-03-10
12680,8806,12,2019-05-03
12681,1377,79,2019-01-20
12682,9630,11,2021-08-04
12683,802,21,2026-04-04
12684,7032,41,2019-07-14
12685,475,76,2022-09-25
12686,7742,33,2024-01-06
12687,6409,62,2020-08-26
12688,5740,24,2022-06-02
12689,5374,57,2021-10-05
12690,3790,69,2020-01-11
12691,4610,55,2024-07-17
12692,2040,91,2023-03-26
12693,5078,59,2025-07-03
12694,6937,35,2022-08-13
12695,7673,76,2021-11-04
12696,3403,72,2021-12-11
12697,830,15,2019-04-06
12698,6097,19,2020-02-12
12699,1826,50,2021-10-09
12700,7193,85,2021-07-10
12701,1893,64,2021-10-15
12702,1241,17,2020-07-27
12703,1762,60,2024-10-29
12704,7781,44,2019-09-23
12705,3879,63,2020-07-27
12706,987,42,2023-04-21
12707,7683,56,2020-07-27
12708,9713,27,2020-10-31
12709,3257,47,2023-07-27
12710,2900,76,2020-07-19
12711,7028,30,2020-06-08
12712,8566,36,2020-02-24
12713,2251,42,2022-09-02
12714,3653,18,2024-07-05
12715,2510,33,2024-12-17
12716,1796,63,2020-08-22
12717,6163,71,2022-09-03
12718,9913,58,2021-07-06
12719,11,34,2022-06-08
12720,3571,57,2022-01-10
12721,1109,13,2020-01-13
12722,8780,55,2020-01-18
12723,9587,22,2025-10-10
12724,9071,42,2022-02-06
12725,5880,48,2024-03-19
12726,7728,37,2021-04-19
12727,2129,72,2021-10-20
12728,8912,26,2022-12-31
